Rank;Full Journal Title;JCR Abbreviated Title;Issn;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Average Journal Impact Factor Percentile;Normalized Eigenfactor
4686;JOURNAL OF FLUIDS AND STRUCTURES;J FLUID STRUCT;0889-9746;3,821;1.709;1.313;2.058;0.359;184;8.8;>10.0;0.007200;0.723;99.460;67.841;0.82042
4687;ACTA NEUROBIOLOGIAE EXPERIMENTALIS;ACTA NEUROBIOL EXP;0065-1400;1,128;1.708;1.517;1.879;0.105;38;8.0;>10.0;0.001650;0.506;89.470;23.242;0.18753
4687;ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE;ANN AM ACAD POLIT SS;0002-7162;3,160;1.708;1.667;1.928;0.322;90;>10.0;8.3;0.007000;1.283;94.440;84.898;0.79831
4689;Advances in Data Analysis and Classification;ADV DATA ANAL CLASSI;1862-5347;214;1.707;1.561;1.936;0.091;22;4.2;>10.0;0.001800;1.267;100.000;81.707;0.20528
4690;INTEGRATIVE CANCER THERAPIES;INTEGR CANCER THER;1534-7354;985;1.706;1.549;2.120;0.34;50;6.2;7.8;0.001790;0.548;94.000;44.117;0.20418
4690;JOURNAL OF CREATIVE BEHAVIOR;J CREATIVE BEHAV;0022-0175;660;1.706;1.588;1.869;1.471;17;>10.0;>10.0;0.000840;0.659;88.240;65.789;0.09535
4690;TREES-STRUCTURE AND FUNCTION;TREES-STRUCT FUNCT;0931-1890;3,680;1.706;1.495;1.931;0.377;167;7.9;>10.0;0.005910;0.562;98.200;78.030;0.67333
4693;COMPUTERS AND GEOTECHNICS;COMPUT GEOTECH;0266-352X;3,067;1.705;1.354;2.179;0.39;200;6.3;>10.0;0.007370;0.779;99.000;57.990;0.84038
4694;CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY;CAN J PHYSIOL PHARM;0008-4212;3,994;1.704;1.637;1.699;0.408;130;>10.0;9.0;0.004310;0.424;71.540;30.137;0.49126
4695;JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE;J EXP THEOR ARTIF IN;0952-813X;350;1.703;1.578;1.142;0.27;37;7.5;8.3;0.000600;0.297;100.000;59.615;0.06854
4696;FOREST SCIENCE;FOREST SCI;0015-749X;3,891;1.702;1.500;1.731;0.225;111;>10.0;>10.0;0.003000;0.580;100.000;76.515;0.34216
4696;High Energy Density Physics;HIGH ENERG DENS PHYS;1574-1818;737;1.702;1.358;1.714;0.23;74;4.0;>10.0;0.003160;0.657;100.000;51.667;0.35991
4696;IEEE TRANSACTIONS ON NANOTECHNOLOGY;IEEE T NANOTECHNOL;1536-125X;2,329;1.702;1.517;1.652;0.423;142;4.9;5.9;0.006600;0.542;99.300;52.552;0.75171
4696;JOURNAL OF CONSTRUCTIONAL STEEL RESEARCH;J CONSTR STEEL RES;0143-974X;4,987;1.702;1.255;2.033;0.341;261;6.8;9.6;0.009770;0.635;99.230;74.001;1.11345
4696;JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY;J R STAT SOC A STAT;0964-1998;2,360;1.702;1.667;2.106;0.708;48;>10.0;>10.0;0.004570;1.459;100.000;77.692;0.52072
4696;JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY;J R STAT SOC A STAT;0964-1998;2,360;1.702;1.667;2.106;0.708;48;>10.0;>10.0;0.004570;1.459;100.000;77.692;0.52072
4696;KNOWLEDGE AND INFORMATION SYSTEMS;KNOWL INF SYST;0219-1377;1,559;1.702;1.628;1.726;0.291;110;5.3;8.9;0.004930;0.657;100.000;65.361;0.56248
4696;Learning Media and Technology;LEARN MEDIA TECHNOL;1743-9884;449;1.702;1.439;1.531;0.464;28;6.1;6.7;0.001030;0.533;100.000;85.498;0.11754
4696;RESEARCH QUARTERLY FOR EXERCISE AND SPORT;RES Q EXERCISE SPORT;0270-1367;3,330;1.702;1.554;2.052;0.226;53;>10.0;8.0;0.003140;0.595;100.000;58.424;0.35775
4696;RESEARCH QUARTERLY FOR EXERCISE AND SPORT;RES Q EXERCISE SPORT;0270-1367;3,330;1.702;1.554;2.052;0.226;53;>10.0;8.0;0.003140;0.595;100.000;58.424;0.35775
4696;RHEUMATOLOGY INTERNATIONAL;RHEUMATOL INT;0172-8172;5,121;1.702;1.605;1.677;0.478;253;4.5;8.0;0.012500;0.454;79.450;29.688;1.42490
4696;THEORY CULTURE & SOCIETY;THEOR CULT SOC;0263-2764;2,337;1.702;1.620;2.261;0.812;64;9.3;>10.0;0.006200;1.389;96.880;96.053;0.70621
4708;JOURNAL OF MOLECULAR MICROBIOLOGY AND BIOTECHNOLOGY;J MOL MICROB BIOTECH;1464-1801;1,529;1.701;1.649;1.821;0.25;44;9.5;>10.0;0.001750;0.593;86.360;33.028;0.19932
4709;BULLETIN OF GEOSCIENCES;B GEOSCI;1214-1119;563;1.700;1.567;1.571;0.325;40;4.6;>10.0;0.001860;0.550;100.000;59.747;0.21225
4709;HARVARD INTERNATIONAL LAW JOURNAL;HARVARD INT LAW J;0017-8063;380;1.700;1.550;2.217;0.333;9;>10.0;>10.0;0.000820;1.181;100.000;81.544;0.09365
4709;JOURNAL OF STRUCTURAL ENGINEERING;J STRUCT ENG;0733-9445;11,091;1.700;1.442;2.021;0.222;248;>10.0;>10.0;0.011270;0.839;100.000;72.785;1.28472
4712;MOLECULAR BIOLOGY REPORTS;MOL BIOL REP;0301-4851;8,389;1.698;1.667;1.777;0.595;153;3.5;8.9;0.025660;0.410;98.690;21.972;2.92450
4712;POPULATION ECOLOGY;POPUL ECOL;1438-3896;1,051;1.698;1.491;1.692;0.86;57;6.2;>10.0;0.002300;0.572;87.720;43.667;0.26232
4714;JOURNAL OF FAMILY ISSUES;J FAM ISSUES;0192-513X;2,533;1.697;1.669;1.688;0.224;85;10.0;>10.0;0.003850;0.729;100.000;70.930;0.43876
4715;Big Data;BIG DATA-US;2167-6461;83;1.696;1.696;1.696;0.192;26;Not Available;Not Available;0.000550;0.784;96.150;69.329;0.06215
4715;JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING;J GEOTECH GEOENVIRON;1090-0241;6,304;1.696;1.447;2.092;0.441;127;9.4;>10.0;0.010090;0.816;100.000;54.965;1.15046
4715;OCEAN & COASTAL MANAGEMENT;OCEAN COAST MANAGE;0964-5691;3,325;1.696;1.362;1.994;0.405;232;5.6;8.1;0.006550;0.528;95.690;59.518;0.74611
4718;CardioRenal Medicine;CARDIORENAL MED;1664-3828;215;1.695;1.576;1.719;0.152;33;3.0;7.2;0.000800;0.439;84.850;43.907;0.09165
4718;Self and Identity;SELF IDENTITY;1529-8868;1,076;1.695;1.537;2.094;0.22;41;9.2;>10.0;0.002370;0.921;100.000;58.871;0.26986
4720;ACTA MECHANICA;ACTA MECH;0001-5970;4,037;1.694;1.405;1.737;0.314;255;8.1;>10.0;0.007300;0.515;99.220;62.593;0.83221
4720;JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION;J CLIN BIOCHEM NUTR;0912-0009;1,431;1.694;1.507;2.207;0.571;70;5.4;8.0;0.002670;0.494;92.860;28.125;0.30391
4720;Journal of Physiological Anthropology;J PHYSIOL ANTHROPOL;1880-6805;432;1.694;1.419;1.307;0.163;43;6.3;6.1;0.000700;0.309;88.370;27.108;0.07998
4723;COLD REGIONS SCIENCE AND TECHNOLOGY;COLD REG SCI TECHNOL;0165-232X;2,777;1.693;1.234;1.945;0.427;143;7.2;10.0;0.004860;0.573;99.300;56.547;0.55379
4723;FLAVOUR AND FRAGRANCE JOURNAL;FLAVOUR FRAG J;0882-5734;2,368;1.693;1.500;2.016;0.396;48;>10.0;>10.0;0.001780;0.471;85.420;60.914;0.20287
4723;INJURY PREVENTION;INJURY PREV;1353-8047;2,551;1.693;1.507;2.053;0.523;88;9.0;8.7;0.004430;0.773;95.450;57.981;0.50484
4723;INJURY PREVENTION;INJURY PREV;1353-8047;2,551;1.693;1.507;2.053;0.523;88;9.0;8.7;0.004430;0.773;95.450;57.981;0.50484
4723;INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;INT J PROD RES;0020-7543;9,666;1.693;1.190;1.867;0.317;436;7.3;9.0;0.014740;0.460;97.710;65.554;1.67995
4723;JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY;J CLIN EXP NEUROPSYC;1380-3395;4,710;1.693;1.582;2.325;0.344;93;>10.0;>10.0;0.005920;0.780;92.470;41.521;0.67482
4723;JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY;J CLIN EXP NEUROPSYC;1380-3395;4,710;1.693;1.582;2.325;0.344;93;>10.0;>10.0;0.005920;0.780;92.470;41.521;0.67482
4723;Journal of Prosthodontic Research;J PROSTHODONT RES;1883-1958;383;1.693;1.533;Not Available;0.6;30;3.7;9.9;0.001390;Not Available;76.670;68.681;0.15818
4731;International Journal of Electrochemical Science;INT J ELECTROCHEM SC;1452-3981;7,607;1.692;1.266;1.859;0.373;876;3.3;6.5;0.014980;0.293;97.370;27.778;1.70780
4731;Water Quality Exposure and Health;WATER QUAL EXPOS HEA;1876-1658;128;1.692;1.359;1.156;0.096;52;2.7;>10.0;0.000280;0.195;90.380;62.941;0.03220
4733;Journal of Mental Health;J MENT HEALTH;0963-8237;1,421;1.691;1.336;2.069;0.234;64;7.8;7.3;0.002150;0.548;89.060;51.230;0.24549
4733;STEREOTACTIC AND FUNCTIONAL NEUROSURGERY;STEREOT FUNCT NEUROS;1011-6125;1,279;1.691;1.546;1.719;0.393;56;8.0;9.7;0.002130;0.542;94.640;34.701;0.24280
4733;ZOOLOGY;ZOOLOGY;0944-2006;1,168;1.691;1.628;1.814;0.468;47;8.1;>10.0;0.002300;0.674;95.740;75.466;0.26250
4736;AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS;AM J ORTHOD DENTOFAC;0889-5406;10,429;1.690;1.308;2.201;0.229;175;>10.0;>10.0;0.011850;0.702;97.140;67.582;1.35097
4736;BIOLOGICALS;BIOLOGICALS;1045-1056;1,213;1.690;1.586;1.484;0.219;73;6.4;10.0;0.002360;0.424;93.150;33.862;0.26865
4736;CLIMATE RESEARCH;CLIM RES;0936-577X;3,962;1.690;1.620;2.930;0.526;76;9.6;7.1;0.006840;1.085;96.050;48.440;0.78001
4736;CLINICS IN LABORATORY MEDICINE;CLIN LAB MED;0272-2712;1,025;1.690;1.630;1.748;0.226;53;7.6;8.9;0.002230;0.599;98.110;48.333;0.25415
4736;FACIES;FACIES;0172-9179;1,448;1.690;1.560;1.814;0.469;32;>10.0;>10.0;0.001680;0.528;100.000;65.317;0.19099
4736;POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY;POP STUD-J DEMOG;0032-4728;1,366;1.690;1.500;1.898;0.097;31;>10.0;>10.0;0.001400;0.945;96.770;71.154;0.15957
4742;ALLERGOLOGIA ET IMMUNOPATHOLOGIA;ALLERGOL IMMUNOPATH;0301-0546;780;1.689;1.576;1.484;0.284;81;5.0;8.6;0.001550;0.367;87.650;21.113;0.17654
4742;Journal of Financial Stability;J FINANC STABIL;1572-3089;600;1.689;1.131;2.086;0.423;71;3.9;8.6;0.002730;0.965;100.000;79.990;0.31112
4742;Journal of Knowledge Management;J KNOWL MANAG;1367-3270;2,047;1.689;1.118;2.426;0.176;68;8.0;>10.0;0.001490;0.341;100.000;66.797;0.16974
4742;MECHANISM AND MACHINE THEORY;MECH MACH THEORY;0094-114X;4,221;1.689;1.311;1.971;0.211;180;7.9;>10.0;0.006090;0.539;98.890;71.591;0.69464
4742;TRANSFUSION MEDICINE;TRANSFUSION MED;0958-7578;1,223;1.689;1.583;1.711;0.302;53;7.6;7.6;0.002420;0.579;86.790;25.000;0.27630
4747;TOXICOLOGY AND INDUSTRIAL HEALTH;TOXICOL IND HEALTH;0748-2337;1,864;1.688;1.683;1.786;0.221;154;5.8;>10.0;0.003010;0.384;100.000;39.212;0.34348
4748;ECOLOGICAL ENTOMOLOGY;ECOL ENTOMOL;0307-6946;3,784;1.687;1.552;2.095;0.553;103;>10.0;>10.0;0.004650;0.731;94.170;76.064;0.52952
4748;JOURNAL OF CONFLICT RESOLUTION;J CONFLICT RESOLUT;0022-0027;3,207;1.687;1.636;2.571;1.207;58;>10.0;9.5;0.007230;2.184;98.280;81.633;0.82444
4748;Water;WATER-SUI;2073-4441;1,035;1.687;1.345;1.912;0.33;348;2.5;8.5;0.003390;0.472;96.840;61.765;0.38657
4751;RHINOLOGY;RHINOLOGY;0300-0729;2,018;1.686;1.136;2.517;0.577;52;6.9;7.7;0.003520;0.662;92.310;63.953;0.40168
4752;COMPUTERS IN INDUSTRY;COMPUT IND;0166-3615;2,266;1.685;1.352;2.052;0.52;102;7.1;7.7;0.003100;0.461;96.080;58.173;0.35334
4752;JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY;J MICROBIOL BIOTECHN;1017-7825;3,816;1.685;1.565;1.705;0.25;272;5.8;9.0;0.006710;0.394;96.690;32.000;0.76450
4752;Journal of Sport and Health Science;J SPORT HEALTH SCI;2095-2546;214;1.685;1.548;1.800;0.755;53;2.1;9.0;0.000710;0.495;62.260;64.315;0.08110
4752;Journal of Sport and Health Science;J SPORT HEALTH SCI;2095-2546;214;1.685;1.548;1.800;0.755;53;2.1;9.0;0.000710;0.495;62.260;64.315;0.08110
4752;POULTRY SCIENCE;POULTRY SCI;0032-5791;14,267;1.685;1.245;1.905;0.246;362;>10.0;>10.0;0.012620;0.446;98.620;81.897;1.43854
4752;Pain Research & Management;PAIN RES MANAG;1203-6765;949;1.685;1.565;1.991;0.204;54;6.3;8.7;0.002070;0.641;92.590;31.865;0.23549
4752;Simulation in Healthcare-Journal of the Society for Simulation in Healthcare;SIMUL HEALTHC;1559-2332;955;1.685;1.315;2.187;0.434;53;4.8;7.3;0.003400;0.809;92.450;49.432;0.38774
4759;BMC MUSCULOSKELETAL DISORDERS;BMC MUSCULOSKEL DIS;1471-2474;5,779;1.684;1.604;2.234;0.148;386;4.9;8.1;0.019590;0.788;96.630;43.349;2.23305
4759;EUROPEAN JOURNAL OF MEDICAL RESEARCH;EUR J MED RES;0949-2321;1,335;1.684;1.444;1.532;0.198;81;6.3;7.5;0.002230;0.381;87.650;32.661;0.25448
4759;IRANIAN POLYMER JOURNAL;IRAN POLYM J;1026-1265;1,467;1.684;1.194;1.760;0.28;100;5.5;7.3;0.002110;0.304;100.000;52.353;0.24062
4759;JOURNAL OF PLANT RESEARCH;J PLANT RES;0918-9440;2,025;1.684;1.581;2.039;0.453;86;7.8;>10.0;0.003400;0.585;98.840;63.876;0.38731
4763;Ecological Informatics;ECOL INFORM;1574-9541;1,017;1.683;1.466;2.216;0.528;123;4.2;8.4;0.002840;0.589;99.190;43.000;0.32393
4763;International Journal of Simulation Modelling;INT J SIMUL MODEL;1726-4529;182;1.683;1.267;1.454;0.1;60;2.7;7.4;0.000460;0.284;100.000;61.553;0.05287
4765;CANADIAN JOURNAL OF FOREST RESEARCH;CAN J FOREST RES;0045-5067;10,682;1.682;1.479;2.016;0.368;193;>10.0;>10.0;0.009200;0.673;98.450;75.000;1.04815
4765;VIBRATIONAL SPECTROSCOPY;VIB SPECTROSC;0924-2031;3,696;1.682;1.589;1.968;0.273;66;8.3;>10.0;0.004460;0.447;100.000;41.431;0.50859
4767;INTERNATIONAL JOURNAL OF AUDIOLOGY;INT J AUDIOL;1499-2027;2,689;1.681;1.315;1.887;0.414;140;7.2;9.9;0.004580;0.543;95.000;59.814;0.52248
4768;ARCHIVES OF GYNECOLOGY AND OBSTETRICS;ARCH GYNECOL OBSTET;0932-0067;4,706;1.680;1.436;1.513;0.577;352;4.3;8.4;0.012090;0.412;86.360;44.375;1.37843
4768;EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS;EUR J DRUG METAB PH;0378-7966;671;1.680;1.667;1.343;0.255;55;9.6;>10.0;0.000790;0.314;96.360;31.176;0.08993
4768;VETERINARY JOURNAL;VET J;1090-0233;6,456;1.680;1.535;1.995;0.678;242;5.6;8.1;0.015010;0.604;84.300;81.522;1.71095
4768;Wiley Interdisciplinary Reviews-Cognitive Science;WIRES COGN SCI;1939-5078;597;1.680;1.621;2.028;0.417;36;4.1;10.0;0.003650;0.841;41.670;38.235;0.41583
4772;JOURNAL OF COMPUTER ASSISTED LEARNING;J COMPUT ASSIST LEAR;0266-4909;1,307;1.679;1.512;2.437;0.085;47;7.2;8.6;0.002780;0.862;100.000;85.065;0.31656
4772;KOREAN JOURNAL OF INTERNAL MEDICINE;KOREAN J INTERN MED;1226-3303;943;1.679;1.629;Not Available;0.364;88;4.9;7.5;0.002120;Not Available;85.230;64.194;0.24180
4774;ANTIQUITY;ANTIQUITY;0003-598X;2,369;1.678;1.503;1.795;0.573;75;>10.0;>10.0;0.003630;0.631;90.670;76.786;0.41356
4774;ASTROPHYSICS AND SPACE SCIENCE;ASTROPHYS SPACE SCI;0004-640X;6,760;1.678;1.192;1.588;0.615;436;6.3;9.6;0.012790;0.438;99.310;44.355;1.45829
4774;MOLECULAR SIMULATION;MOL SIMULAT;0892-7022;2,230;1.678;1.584;1.266;0.512;168;7.7;>10.0;0.003590;0.360;100.000;33.656;0.40939
4777;AMERICAN JOURNAL OF PERINATOLOGY;AM J PERINAT;0735-1631;2,362;1.677;1.573;1.583;0.264;193;6.7;8.9;0.005600;0.566;96.370;50.521;0.63803
4777;INTERNATIONAL JOURNAL OF GENERAL SYSTEMS;INT J GEN SYST;0308-1079;949;1.677;1.452;1.244;0.302;53;>10.0;>10.0;0.001050;0.326;98.110;78.571;0.11956
4777;JOURNAL OF ECONOMIC PSYCHOLOGY;J ECON PSYCHOL;0167-4870;2,799;1.677;1.482;2.058;0.243;70;8.6;>10.0;0.005970;0.915;97.140;72.582;0.68099
4777;PHYSICS LETTERS A;PHYS LETT A;0375-9601;24,287;1.677;1.565;1.627;0.429;546;>10.0;8.9;0.026980;0.510;100.000;67.722;3.07536
4777;PURE AND APPLIED GEOPHYSICS;PURE APPL GEOPHYS;0033-4553;4,854;1.677;1.381;1.747;0.422;206;>10.0;>10.0;0.007260;0.691;100.000;51.235;0.82720
4782;BMC Palliative Care;BMC PALLIAT CARE;1472-684X;512;1.676;1.520;Not Available;0.11;73;4.4;7.2;0.001850;Not Available;98.630;53.148;0.21081
4782;BMC Palliative Care;BMC PALLIAT CARE;1472-684X;512;1.676;1.520;Not Available;0.11;73;4.4;7.2;0.001850;Not Available;98.630;53.148;0.21081
4782;JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY;J INTERV CARD ELECTR;1383-875X;1,273;1.676;1.551;1.538;0.215;93;4.7;6.8;0.003810;0.524;95.700;38.306;0.43375
4782;Journal of Food and Nutrition Research;J FOOD NUTR RES;1336-8672;279;1.676;1.603;1.133;0.171;41;4.1;8.6;0.000590;0.259;97.560;62.000;0.06684
4786;PRECISION AGRICULTURE;PRECIS AGRIC;1385-2256;939;1.675;1.550;2.118;0.25;40;5.7;>10.0;0.002020;0.583;97.500;85.088;0.22993
4787;INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS;INT J GYNECOL OBSTET;0020-7292;6,685;1.674;1.556;1.814;0.355;259;7.7;7.4;0.011560;0.633;93.820;41.875;1.31713
4787;JOURNAL OF MOLECULAR GRAPHICS & MODELLING;J MOL GRAPH MODEL;1093-3263;5,809;1.674;1.548;1.932;0.397;146;>10.0;9.5;0.003930;0.464;100.000;43.753;0.44798
4787;Journal of Maternal-Fetal & Neonatal Medicine;J MATERN-FETAL NEO M;1476-7058;4,816;1.674;1.528;1.567;0.319;342;4.0;9.7;0.015410;0.493;96.200;41.875;1.75641
4790;ADVANCES IN ENGINEERING SOFTWARE;ADV ENG SOFTW;0965-9978;2,318;1.673;1.500;1.765;0.427;124;6.1;9.1;0.005400;0.587;100.000;71.956;0.61527
4791;GYNECOLOGIC AND OBSTETRIC INVESTIGATION;GYNECOL OBSTET INVES;0378-7346;2,163;1.672;1.000;1.488;0.226;93;9.7;8.1;0.002410;0.343;87.100;39.375;0.27484
4791;IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS;IEEE T AERO ELEC SYS;0018-9251;7,903;1.672;1.367;2.053;0.105;266;>10.0;9.2;0.010860;0.682;100.000;75.542;1.23760
4791;ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN;ROFO-FORTSCHR RONTG;1438-9029;1,447;1.672;1.466;1.188;0.109;92;8.7;7.3;0.002320;0.330;77.170;41.532;0.26423
4794;JOURNAL OF PLANT BIOLOGY;J PLANT BIOL;1226-9239;820;1.671;1.565;1.369;0.354;48;6.7;8.7;0.001190;0.327;85.420;63.397;0.13585
4794;MYCOPATHOLOGIA;MYCOPATHOLOGIA;0301-486X;3,099;1.671;1.520;1.665;0.311;119;9.3;8.5;0.003730;0.439;87.390;39.655;0.42562
4794;NEW POLITICAL ECONOMY;NEW POLIT ECON;1356-3467;665;1.671;1.481;1.994;0.317;41;5.8;8.2;0.002700;1.056;92.680;80.545;0.30771
4794;Qualitative Research;QUAL RES;1468-7941;1,919;1.671;1.500;2.812;0.35;40;9.1;>10.0;0.003040;1.020;97.500;83.034;0.34630
4798;Journal of Natural Medicines;J NAT MED-TOKYO;1340-3443;1,268;1.670;1.581;1.531;0.333;72;4.8;8.1;0.002540;0.338;95.830;31.918;0.28914
4799;International Business Review;INT BUS REV;0969-5931;2,105;1.669;1.225;2.307;0.264;91;7.7;>10.0;0.002880;0.537;100.000;57.083;0.32853
4800;GENERAL RELATIVITY AND GRAVITATION;GEN RELAT GRAVIT;0001-7701;4,766;1.668;1.566;1.681;0.752;141;9.8;>10.0;0.007940;0.590;99.290;46.518;0.90458
4801;ENVIRONMENTAL & RESOURCE ECONOMICS;ENVIRON RESOUR ECON;0924-6460;2,893;1.667;1.424;2.239;0.32;100;8.3;9.3;0.006510;1.020;100.000;68.533;0.74227
4801;HEALTH EDUCATION RESEARCH;HEALTH EDUC RES;0268-1153;3,983;1.667;1.589;2.456;0.173;81;9.2;7.5;0.005830;0.878;95.060;73.525;0.66424
4801;International Journal of Polymeric Materials and Polymeric Biomaterials;INT J POLYM MATER PO;0091-4037;1,069;1.667;1.083;1.382;0.333;111;3.8;7.1;0.001460;0.194;98.200;41.497;0.16598
4801;Lighting Research & Technology;LIGHTING RES TECHNOL;1477-1535;1,011;1.667;1.061;1.933;0.25;72;9.0;>10.0;0.001290;0.438;100.000;62.600;0.14725
4801;Society and Mental Health;SOC MENT HEALTH;2156-8693;88;1.667;1.556;1.623;0.077;13;Not Available;>10.0;0.000610;0.759;100.000;78.521;0.06931
4801;WORLD BANK RESEARCH OBSERVER;WORLD BANK RES OBSER;0257-3032;784;1.667;1.619;2.075;0.0;10;>10.0;9.2;0.001170;1.457;100.000;78.564;0.13309
4807;Journal of Computational and Theoretical Nanoscience;J COMPUT THEOR NANOS;1546-1955;2,717;1.666;0.674;1.109;0.149;449;2.9;6.6;0.003420;0.126;99.550;47.049;0.39033
4808;BIOLOGIA PLANTARUM;BIOL PLANTARUM;0006-3134;3,122;1.665;1.288;1.499;0.227;97;9.1;9.6;0.002710;0.296;94.850;62.919;0.30937
4808;EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES;EXP CLIN ENDOCR DIAB;0947-7349;2,209;1.665;1.503;1.518;0.311;103;7.8;8.8;0.003310;0.389;94.170;20.677;0.37691
4808;JOURNAL OF FAMILY PSYCHOLOGY;J FAM PSYCHOL;0893-3200;4,818;1.665;1.478;2.650;0.219;96;8.7;>10.0;0.007540;0.981;100.000;59.507;0.85897
4808;MARINE MAMMAL SCIENCE;MAR MAMMAL SCI;0824-0469;2,946;1.665;1.434;1.972;0.479;94;>10.0;>10.0;0.003990;0.663;98.940;65.067;0.45495
4812;ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY;ENVIRON PLANN C;0263-774X;1,443;1.664;1.376;2.161;0.202;94;6.3;9.2;0.003270;0.696;100.000;66.955;0.37296
4812;JOURNAL OF CLUSTER SCIENCE;J CLUST SCI;1040-7278;1,183;1.664;1.447;1.439;0.277;155;4.8;8.9;0.001770;0.266;96.130;44.565;0.20188
4812;VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY;VET IMMUNOL IMMUNOP;0165-2427;6,035;1.664;1.550;1.681;0.257;152;8.4;9.4;0.008010;0.464;95.390;48.180;0.91260
4815;BMC MEDICAL IMAGING;BMC MED IMAGING;1471-2342;496;1.663;1.627;Not Available;0.067;60;5.0;7.2;0.001680;Not Available;100.000;40.726;0.19184
4815;CELL BIOLOGY INTERNATIONAL;CELL BIOL INT;1065-6995;3,439;1.663;1.617;1.607;0.35;157;7.2;7.7;0.004870;0.389;92.990;16.845;0.55474
4815;SOCIAL & CULTURAL GEOGRAPHY;SOC CULT GEOGR;1464-9365;1,208;1.663;1.547;2.146;0.188;48;7.0;9.4;0.002990;0.902;100.000;72.078;0.34048
4818;ENERGY JOURNAL;ENERG J;0195-6574;1,739;1.662;1.559;2.466;0.404;47;9.3;8.1;0.003640;1.352;100.000;59.817;0.41484
4818;ENERGY JOURNAL;ENERG J;0195-6574;1,739;1.662;1.559;2.466;0.404;47;9.3;8.1;0.003640;1.352;100.000;59.817;0.41484
4818;European Journal of Obstetrics & Gynecology and Reproductive Biology;EUR J OBSTET GYN R B;0301-2115;7,797;1.662;1.588;1.834;0.286;304;7.2;7.9;0.014980;0.577;88.160;31.994;1.70693
4821;Hormone Research in Paediatrics;HORM RES PAEDIAT;1663-2818;1,147;1.661;1.533;1.778;0.284;109;3.8;9.2;0.004720;0.502;90.830;38.504;0.53753
4821;IEEE SIGNAL PROCESSING LETTERS;IEEE SIGNAL PROC LET;1070-9908;5,098;1.661;1.432;1.852;0.449;483;6.3;6.8;0.015750;0.862;100.000;63.230;1.79473
4821;PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE;PSYCHOL PSYCHOTHER-T;1476-0835;746;1.661;1.571;2.200;0.419;31;6.8;9.8;0.001620;0.738;83.870;43.136;0.18456
4821;PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE;PSYCHOL PSYCHOTHER-T;1476-0835;746;1.661;1.571;2.200;0.419;31;6.8;9.8;0.001620;0.738;83.870;43.136;0.18456
4825;Ad Hoc Networks;AD HOC NETW;1570-8705;2,475;1.660;1.504;2.151;0.374;179;4.9;6.9;0.006990;0.743;96.650;70.651;0.79658
4825;CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION;CRIT REV EUKAR GENE;1045-4403;810;1.660;1.660;2.315;0.147;34;7.2;6.7;0.001270;0.663;100.000;30.376;0.14504
4825;JOURNAL OF AGING AND HEALTH;J AGING HEALTH;0898-2643;1,955;1.660;1.556;2.253;0.42;69;7.2;8.9;0.004280;0.823;98.550;57.240;0.48783
4825;Swiss Journal of Geosciences;SWISS J GEOSCI;1661-8726;529;1.660;1.396;1.526;0.654;26;6.2;>10.0;0.001250;0.538;100.000;50.272;0.14291
4829;APPLIED MATHEMATICS LETTERS;APPL MATH LETT;0893-9659;4,485;1.659;1.501;1.358;0.581;215;6.0;8.4;0.013770;0.584;100.000;88.780;1.56946
4829;ENVIRONMENT AND PLANNING D-SOCIETY & SPACE;ENVIRON PLANN D;0263-7758;2,332;1.659;1.485;2.508;0.197;66;8.7;8.5;0.005840;1.251;96.970;62.553;0.66606
